city_ascii,lat,lng,iso2,population
Danilovgrad,42.5472,19.1053,ME,
Herceg-Novi,42.4531,18.5375,ME,
Kotor,42.4258,18.7719,ME,
Mojkovac,42.9639,19.5825,ME,
Niksic,42.775,18.9583,ME,
Pluzine,43.1528,18.8394,ME,
Pljevlja,43.3522,19.3542,ME,
Rozaje,42.8439,20.1683,ME,
Savnik,42.9564,19.0967,ME,
Tivat,42.4364,18.6961,ME,
Ulcinj,41.9283,19.2064,ME,
Zabljak,43.1547,19.1219,ME,
Marigot,18.0706,-63.0847,MF,
Antananarivo,-18.9166,47.5166,MG,1697000
Toamasina,-18.1818,49.405,MG,210226
Antalaha,-14.8833,50.2833,MG,47224
Maroantsetra,-15.4333,49.7333,MG,38046
Mandritsara,-15.8328,48.8166,MG,9705
Besalampy,-16.7495,44.4833,MG,1022
Marovoay,-16.0995,46.6333,MG,31253
Andoany,-13.4,48.2666,MG,22680
Mahajanga,-15.67,46.345,MG,154657
Ambanja,-13.6829,48.45,MG,30621
Antsiranana,-12.2765,49.3115,MG,82937
Miandrivazo,-19.5162,45.4666,MG,20631
Mananjary,-21.2167,48.3333,MG,27686
Morombe,-21.7391,43.3657,MG,16727
Toliara,-23.3568,43.69,MG,115319
Manja,-21.4329,44.3333,MG,1536
Fianarantsoa,-21.4333,47.0833,MG,184184
Androka,-25.0219,44.0749,MG,174
Bekiy,-24.2162,45.3166,MG,4286
Antsirabe,-19.85,47.0333,MG,307921
Antsohihy,-14.8661,47.9834,MG,21290
Maintirano,-18.0666,44.0167,MG,5925
Ambatondrazaka,-17.8329,48.4167,MG,43134
Farafangana,-22.8166,47.8332,MG,24764
Ihosy,-22.3996,46.1167,MG,16990
Morondava,-20.2833,44.2833,MG,36803
Tolanaro,-25.0268,46.99,MG,16818
Sambava,-14.2662,50.1666,MG,43465
Majuro,7.103,171.38,MH,25400
Vevcani,41.2406,20.5933,MK,
Kocani,41.9164,22.4128,MK,
Staro Nagoricane,42.1981,21.8286,MK,
Radovis,41.6383,22.4647,MK,
Sopiste,41.9547,21.4275,MK,
Petrovec,41.9389,21.615,MK,
Bosilovo,41.4406,22.7278,MK,
Zrnovci,41.8542,22.4444,MK,
Gradsko,41.5775,21.9428,MK,
Lipkovo,42.1564,21.5853,MK,
Lozovo,41.7839,21.9056,MK,
Plasnica,41.4672,21.1231,MK,
Aracinovo,42.0264,21.5619,MK,
Studenicani,41.9158,21.5306,MK,
Resen,41.0893,21.0109,MK,
Bogovinje,41.9236,20.9136,MK,
Vinica,41.8828,22.5092,MK,
Belcista,41.3028,20.8303,MK,
Mogila,41.1083,21.3786,MK,
Veles,41.7156,21.7756,MK,
Kavadarci,41.4331,22.0119,MK,
Kumanovo,42.1322,21.7144,MK,
Ohrid,41.1172,20.8019,MK,
Strumica,41.4375,22.6433,MK,
Makedonski Brod,41.5136,21.2153,MK,
Rostusa,41.61,20.6,MK,
Struga,41.178,20.6778,MK,
Cucer-Sandevo,42.102,21.3846,MK,
Novo Selo,41.4149,22.8816,MK,
Zelenikovo,41.8841,21.5885,MK,
Star Dojran,41.1865,22.7203,MK,
Skopje,42,21.4335,MK,494087
Stip,41.7423,22.1979,MK,
Makedonska Kamenica,42.0208,22.5876,MK,
Ilinden,41.9945,21.58,MK,
Demir Hisar,41.221,21.203,MK,
Zelino,41.9825,21.0624,MK,
Prilep,41.3451,21.555,MK,
Bitola,41.0391,21.3395,MK,86528
Krivogastani,41.3369,21.3311,MK,
Krusevo,41.3694,21.2483,MK,
Vasilevo,41.4741,22.643,MK,
Gostivar,41.796,20.9082,MK,
Vrapciste,41.8344,20.8856,MK,
Novaci,41.042,21.4587,MK,
Caska,41.6487,21.6922,MK,
Kratovo,42.0784,22.1807,MK,
Probistip,42.0019,22.1728,MK,
Debar,41.5244,20.5242,MK,
Centar Zupa,41.4788,20.5586,MK,
Rosoman,41.5167,21.9458,MK,
Jegunovce,42.0724,21.1237,MK,
Demir Kapija,41.4061,22.2463,MK,
Negotino,41.4846,22.0906,MK,
Konce,41.4951,22.3836,MK,
Dolneni,41.4258,21.454,MK,
Sveti Nikole,41.8667,21.9411,MK,
Valandovo,41.3174,22.56,MK,
Kicevo,41.5127,20.9589,MK,
Delcevo,41.9654,22.7763,MK,
Tetovo,42.0092,20.9701,MK,119132
Cesinovo,41.8715,22.2896,MK,
Karbinci,41.8176,22.2353,MK,
Tearce,42.0767,21.0531,MK,
Kriva Palanka,42.2009,22.3324,MK,
Rankovce,42.1686,22.1166,MK,
Pehcevo,41.7623,22.8892,MK,
Gevgelija,41.1417,22.5014,MK,
Bogdanci,41.2031,22.5756,MK,
Berovo,41.7031,22.8578,MK,
Brvenica,41.9672,20.9808,MK,
Aguelhok,19.4549,0.8564,ML,9000
Bamako,12.65,-8,ML,1494000
Kidal,18.4411,1.4078,ML,
Bourem,16.9004,-0.35,ML,30000
Mopti,14.49,-4.18,ML,108456
Gao,16.2666,-0.05,ML,116967
Satadougou,12.617,-11.4066,ML,706
Koulikoro,12.8833,-7.55,ML,23919
Sikasso,11.3204,-5.68,ML,225753
Araouane,18.9,-3.53,ML,4026
Segou,13.44,-6.26,ML,122952
Timbuktu,16.7666,-3.0166,ML,68872
Markala,13.6704,-6.07,ML,53738
Taoudenni,22.6666,-3.9834,ML,3019
Kayes,14.45,-11.44,ML,77207
Sokolo,14.7337,-6.1333,ML,4374
Kita,13.0504,-9.4833,ML,46435
Nara,15.18,-7.28,ML,18459
Kati,12.7504,-8.08,ML,66895
Kangaba,11.9404,-8.44,ML,17232
San,13.3004,-4.9,ML,41386
Bougouni,11.4204,-7.49,ML,35450
Koutiala,12.3904,-5.47,ML,104927
Djenne,13.9,-4.55,ML,32944
Yelimane,15.1337,-10.5666,ML,988
Bafoulabe,13.8004,-10.82,ML,26823
Nioro du Sahel,15.2304,-9.59,ML,14421
Goundam,16.417,-3.6666,ML,8456
Menaka,15.9167,2.4,ML,9110
Tessalit,20.2014,1.0888,ML,6000
Banamba,13.5504,-7.45,ML,30591
Rangoon,16.7834,96.1667,MM,4088000
Allanmyo,19.3783,95.2279,MM,57897
Mudon,16.2618,97.7215,MM,152300
Mawlamyine,16.5004,97.67,MM,438861
Phyarpon,16.2933,95.6829,MM,65601
Labutta,16.1619,94.7014,MM,1667
Dawei,14.098,98.195,MM,146212
Myeik,12.4541,98.6115,MM,266720
Ye,15.2533,97.8679,MM,50798
Namtu,23.0837,97.4,MM,48591
Hinthada,17.6483,95.4679,MM,180728
Thongwa,16.7547,96.5193,MM,52496
Bago,17.32,96.515,MM,284318
Pathein,16.7704,94.75,MM,237089
Yandoon,17.0433,95.6429,MM,36172
Wakema,16.6133,95.1829,MM,48405
Pyay,18.8165,95.2114,MM,135308
Chauk,20.9085,94.823,MM,90870
Myitkyina,25.3596,97.3928,MM,139100
Monywa,22.105,95.15,MM,226222
Naypyidaw,19.7666,96.1186,MM,930000
Loikaw,19.665,97.206,MM,17293
Yaynangyoung,20.4615,94.881,MM,110553
Kyaukphyu,19.429,93.5494,MM,4261
Magway,20.1445,94.9196,MM,125973
Shwebo,22.5783,95.6929,MM,88914
Sagaing,21.88,95.962,MM,78739
Myingyan,21.4618,95.3914,MM,163812
Pakokku,21.332,95.0866,MM,126938
Mandalay,21.97,96.085,MM,1300000
Taunggyi,20.782,97.038,MM,160115
Pyu,18.4779,96.4379,MM,40386
Taungoo,18.9483,96.4179,MM,106945
Letpadan,17.7819,95.7415,MM,176571
Sittwe,20.14,92.88,MM,179032
Pa-an,16.85,97.6167,MM,50000
Hakha,22.65,93.6167,MM,20000
Olgiy,48.9337,89.95,MN,34934
Mandalgovi,45.75,106.266,MN,2984
Ulaanbaatar,47.9167,106.9166,MN,885000
Moron,49.6453,100.1544,MN,27690
Darhan,49.6167,106.35,MN,74738
Erdenet,49.0533,104.1183,MN,79647
Uliastay,47.75,96.8167,MN,8056
Choyr,46.3611,108.3611,MN,
Altay,46.3722,96.2583,MN,
Buyant-Uhaa,44.8666,110.15,MN,8776
Choybalsan,48.0666,114.506,MN,33376
Ulaangom,49.9833,92.0666,MN,35796
Bulgan,48.8106,103.5317,MN,17348
Arvayheer,46.25,102.7666,MN,28053
Tsetserleg,47.4769,101.4502,MN,19812
Bayankhongor,46.3,100.9833,MN,26252
Darhan,49.4867,105.9228,MN,
Dzuunharaa,48.8666,106.4666,MN,18830
Dzuunmod,47.711,106.947,MN,17738
Ondorhaan,47.3167,110.65,MN,14723
Dalandzadgad,43.5836,104.4403,MN,15093
Ulaan-Uul,44.3337,111.2333,MN,3726
Hodrogo,48.9664,96.7833,MN,10
Baruun Urt,46.7,113.2833,MN,15805
Suchboatar,50.25,106.2,MN,24235
Dund-Us,48.0166,91.6333,MN,30500
Macau,22.203,113.545,MO,568700
Fort-de-France,14.6104,-61.08,MQ,253995
Bogue,16.5904,-14.27,MR,10415
Chegga,25.3804,-5.78,MR,10
Boutilimit,17.5504,-14.7,MR,14142
Timbedra,16.2504,-8.1666,MR,245
Bir Mogrein,25.2333,-11.5833,MR,10
Fderik,22.679,-12.707,MR,5760
Selibaby,15.167,-12.1833,MR,460
Aleg,17.058,-13.909,MR,8388
Akjoujt,19.747,-14.391,MR,370
Kiffa,16.62,-11.4,MR,73930
Nema,16.6171,-7.25,MR,200000
Nouadhibou,20.9,-17.056,MR,86738
Rosso,16.524,-15.8127,MR,47203
Tidjikdja,18.55,-11.4166,MR,19981
Atar,20.5166,-13.05,MR,44265
Kaedi,16.1503,-13.5037,MR,
Zouirat,22.7304,-12.4833,MR,56345
Arafat,18.0583,-15.9621,MR,
Dar Naim,18.0973,-15.9327,MR,
Tevragh Zeina,18.0989,-15.9885,MR,
Nouakchott,18.0864,-15.9753,MR,742144
Ayoun el Atrous,16.6666,-9.6167,MR,1423
Plymouth,16.7,-62.2167,MS,
Birzebbuga,35.8258,14.5269,MT,
Marsaskala,35.8669,14.5619,MT,
Marsaxlokk,35.8419,14.5431,MT,
Kirkop,35.8422,14.4853,MT,
Pieta,35.8947,14.495,MT,
Zejtun,35.8558,14.5331,MT,
Attard,35.8897,14.4425,MT,
Pembroke,35.9306,14.4764,MT,
Zebbug,35.8719,14.4411,MT,
Ta' Xbiex,35.8992,14.4944,MT,
Sliema,35.9125,14.5019,MT,
San Lawrenz,36.0556,14.2036,MT,
Imqabba,35.8461,14.4672,MT,
Imdina,35.8869,14.4025,MT,
Qala,36.0361,14.3094,MT,
Imtarfa,35.8933,14.3989,MT,
Zurrieq,35.8311,14.4742,MT,
Gudja,35.8492,14.5031,MT,
Sannat,36.0244,14.2428,MT,
Valletta,35.8997,14.5147,MT,368250
Zabbar,35.8761,14.535,MT,
Luqa,35.8589,14.4886,MT,
Qormi,35.8783,14.4719,MT,
Imgarr,35.9206,14.3664,MT,
Saint Paul's Bay,35.9483,14.4006,MT,
Qrendi,35.8347,14.4583,MT,
Munxar,36.03,14.2333,MT,
Hamrun,35.8847,14.4844,MT,
Naxxar,35.9136,14.4436,MT,
Ghaxaq,35.8489,14.5167,MT,
Ghasri,36.0578,14.2264,MT,
Victoria,36.0444,14.2397,MT,
Iklin,35.9092,14.4522,MT,
Gharghur,35.9242,14.4519,MT,
Dingli,35.8614,14.3822,MT,
Siggiewi,35.8556,14.4364,MT,
Xewkija,36.0328,14.2581,MT,
Lija,35.9006,14.4464,MT,
Safi,35.8331,14.4847,MT,
Senglea,35.8875,14.5169,MT,
Xaghra,36.05,14.2644,MT,
Xghajra,35.8856,14.5475,MT,
Zebbug,36.0722,14.2358,MT,
Gzira,35.9058,14.4881,MT,
Imsida,35.8925,14.4828,MT,
Kalkara,35.8892,14.5328,MT,
Kercem,36.0419,14.2267,MT,
Mellieha,35.9564,14.3622,MT,
Mosta,35.9092,14.4256,MT,
Nadur,36.0378,14.2942,MT,
Paola,35.8731,14.4989,MT,
Rabat,35.8822,14.3981,MT,
Marsa,35.8792,14.4953,MT,
San Giljan,35.9197,14.4844,MT,
San Gwann,35.9056,14.4761,MT,
Santa Lucija,36.0431,14.2172,MT,
Santa Venera,35.8908,14.4742,MT,
Swieqi,35.9225,14.48,MT,
Tarxien,35.8658,14.515,MT,
Balzan,35.9003,14.455,MT,
Vittoriosa,35.8922,14.5183,MT,
Birkirkara,35.8972,14.4611,MT,
Cospicua,35.8856,14.5275,MT,
Fgura,35.8703,14.5133,MT,
Floriana,35.8958,14.5083,MT,
Fontana,36.0375,14.2361,MT,
Ghajnsielem,36.0264,14.285,MT,
Gharb,36.06,14.2089,MT,
Port Louis,-20.1666,57.5,MU,595491
Curepipe,-20.3162,57.5166,MU,299975
Male,4.1667,73.4999,MV,112927
Dhidhdhoo,6.8874,73.114,MV,
Eydhafushi,5.1038,73.0699,MV,
Felidhoo,3.4718,73.547,MV,
Funadhoo,6.1509,73.2901,MV,
Hithadhoo,-0.6,73.0833,MV,
Kudahuvadhoo,2.6717,72.8936,MV,
Magoodhoo,3.0789,72.9647,MV,
Kulhudhuffushi,6.6223,73.0702,MV,
Mahibadhoo,3.7571,72.9689,MV,
Manadhoo,5.7669,73.4136,MV,
Muli,2.9217,73.5811,MV,
Naifaru,5.4442,73.3662,MV,
Thinadhoo,0.5303,72.9967,MV,
Un'goofaaru,5.6681,73.0302,MV,
Veymandoo,2.1878,73.095,MV,
Villin'gili,0.7539,73.4353,MV,
Fonadhoo,1.8342,73.5031,MV,
Fuvahmulaku,-0.3,73.4256,MV,
Rasdhoo,4.2631,72.9919,MV,
Thulusdhoo,4.3742,73.6517,MV,
Thyolo,-16.0703,35.1471,MW,
Mwanza,-15.6167,34.5167,MW,11379
Chiradzulu,-15.7,35.1833,MW,1580
Karonga,-9.9329,33.9333,MW,34207
Neno,-15.3981,34.6534,MW,
Zomba,-15.39,35.31,MW,80932
Chikwawa,-16.042,34.8019,MW,
Mulanje,-16.0333,35.5,MW,16483
Blantyre,-15.79,34.9899,MW,584877
Chiromo,-16.55,35.1332,MW,25235
Phalombe,-15.8064,35.6507,MW,
Nsanje,-16.9167,35.2667,MW,21774
Nkhata Bay,-11.5996,34.3,MW,22108
Rumphi,-11.0195,33.8546,MW,
Chitipa,-9.7162,33.2666,MW,13412
Mzuzu,-11.46,34.02,MW,110201
Mzimba,-11.9,33.6,MW,19308
Ntchisi,-13.3753,34.0036,MW,
Dowa,-13.6532,33.9385,MW,
Mchinji,-13.8,32.9,MW,18305
Nkhotakota,-12.9163,34.3,MW,59854
Kasungu,-13.0364,33.4822,MW,
Ntcheu,-14.8167,34.6333,MW,10445
Dedza,-14.3667,34.3333,MW,15608
Salima,-13.7829,34.4333,MW,71181
Lilongwe,-13.9833,33.7833,MW,646750
Mangochi,-14.4596,35.27,MW,97711
Balaka,-14.9889,34.9591,MW,
Machinga,-14.9667,35.5167,MW,1418
Nacozari de Garcia,30.42,-109.65,MX,11872
Nueva Rosita,27.95,-101.22,MX,36642
San Felipe,31.0241,-114.8496,MX,20750
Zacatecas,22.7704,-102.58,MX,234481
Irapuato,20.67,-101.5,MX,339554
Vicente Guerrero,30.7641,-116.0093,MX,12829
San Quintin,30.4837,-115.95,MX,5433
Chetumal,18.5,-88.3,MX,154517
Esperanza,27.58,-109.93,MX,3836
Izamal,20.9304,-89.0201,MX,14954
Ticul,20.4004,-89.53,MX,30519
Villahermosa,18,-92.9,MX,428564
Mazatlan,23.2211,-106.42,MX,368204
Ciudad Victoria,23.72,-99.13,MX,274900
Mexicali,32.65,-115.48,MX,885000
Aguascalientes,21.8795,-102.2904,MX,869000
Chihuahua,28.645,-106.085,MX,793000
Guanajuato,21.0204,-101.28,MX,112200
Chilpancingo,17.55,-99.5,MX,182387
Pachuca,20.1704,-98.73,MX,319581
Guadalajara,20.67,-103.33,MX,4198000
Cuernavaca,18.9211,-99.24,MX,834001
Monterrey,25.67,-100.33,MX,3712000
Lazaro Cardenas,17.9587,-102.2,MX,160087
Miahuatlan,16.33,-96.6,MX,17632
Mitla,16.917,-96.4,MX,7547
Valladolid,20.6704,-88.2,MX,48479
Ciudad Constitucion,25.04,-111.66,MX,39915
Villa Union,23.2,-106.23,MX,15443
Eldorado,24.3305,-107.37,MX,17365
Tekax,20.2,-89.28,MX,22806
Montemorelos,25.19,-99.84,MX,42640
Xalapa,19.53,-96.92,MX,452186
Teziutlan,19.8204,-97.36,MX,177796
Motul,21.1,-89.28,MX,21253
Merida,20.9666,-89.6166,MX,965000
Guerrero Negro,27.9904,-114.17,MX,13054
Saltillo,25.42,-101.005,MX,754000
Punta Prieta,28.9337,-114.1666,MX,527
Salina Cruz,16.1671,-95.2,MX,81063
Durango,24.0311,-104.67,MX,457140
Acatlan,18.2,-98.05,MX,18879
Tepic,21.5054,-104.88,MX,318781
Tecuala,22.4004,-105.46,MX,14921
Ayutla,16.9004,-99.22,MX,9897
Huajuapan de Leon,17.8104,-97.79,MX,47844
Pochutla,15.7304,-96.47,MX,24481
Colima,19.23,-103.72,MX,223287
Autlan,19.77,-104.37,MX,47669
Coalcoman,18.7804,-103.15,MX,10715
Apatzingan,19.08,-102.35,MX,98422
Halacho,20.48,-90.08,MX,9165
Peto,20.13,-88.92,MX,17607
Papasquiaro,24.8304,-105.34,MX,22750
Puerto Escondido,15.8592,-97.0659,MX,19488
Hermosillo,29.0989,-110.9541,MX,595811
Juchitan,16.43,-95.02,MX,67637
San Luis Potosi,22.17,-101,MX,992000
Culiacan,24.83,-107.38,MX,809000
Uruapan,19.4204,-102.07,MX,264531
Tehuantepec,16.33,-95.23,MX,42776
Salamanca,20.5704,-101.2,MX,197524
Mexico City,19.4424,-99.131,MX,19028000
Zamora,19.9804,-102.28,MX,214947
Tlaxiaco,17.2704,-97.68,MX,21391
Petatlan,17.5204,-101.27,MX,31910
La Cruz,23.9204,-106.9,MX,11900
Allende,28.33,-100.85,MX,19636
Agua Prieta,31.3223,-109.563,MX,86083
Piedras Negras,28.7076,-100.5317,MX,139619
Reynosa,26.08,-98.3,MX,498654
Ojinaga,29.5404,-104.41,MX,22128
La Paz,24.14,-110.32,MX,189767
Tapachula,14.9,-92.27,MX,221521
Escuintla,15.33,-92.63,MX,107638
Atlixco,18.9,-98.45,MX,97842
Orizaba,18.85,-97.13,MX,355333
Taxco,18.5704,-99.62,MX,53217
Iguala,18.37,-99.54,MX,112106
Cabo San Lucas,22.8928,-109.9045,MX,42601
Villanueva,22.35,-102.88,MX,11138
Tecpan,17.25,-100.68,MX,14638
Atoyac,17.2,-100.43,MX,20515
Jaltipan,17.94,-94.74,MX,66998
La Barca,20.2804,-102.56,MX,35345
Queretaro,20.63,-100.38,MX,961000
Leon,21.15,-101.7,MX,1488000
Pijijiapan,15.6904,-93.22,MX,23675
Campeche,19.83,-90.5,MX,205212
Toluca,19.3304,-99.67,MX,1531000
Tlaxcala,19.32,-98.23,MX,503878
Oaxaca,17.0827,-96.6699,MX,530728
Puebla,19.05,-98.2,MX,2195000
Tuxtla Gutierrez,16.75,-93.15,MX,481128
Lagos de Moreno,21.3704,-101.93,MX,94127
Progreso,21.2833,-89.6666,MX,47124
Tuxpam,20.9604,-97.41,MX,109049
Balancan,17.8,-91.53,MX,11895
Tizimin,21.1304,-88.15,MX,41993
Los Mochis,25.79,-109,MX,249047
Altata,24.636,-107.9162,MX,1000
Navajoa,27.0819,-109.4546,MX,116093
Santa Barbara,26.8004,-105.82,MX,10800
Ciudad Hidalgo,19.68,-100.57,MX,64154
Parras,25.4204,-102.1799,MX,32253
Hidalgo del Parral,26.9334,-105.6666,MX,103378
Delicias,28.2,-105.5,MX,114783
Ensenada,31.87,-116.62,MX,256565
Linares,24.8604,-99.57,MX,57731
San Juan del Rio,20.38,-100,MX,147559
Minatitlan,17.9805,-94.53,MX,201902
Villa Ahumada,30.6104,-106.51,MX,9326
Tehuacan,18.4504,-97.38,MX,241429
Ciudad del Carmen,18.6537,-91.8245,MX,156195
Morelia,19.7334,-101.1895,MX,644306
Escuinapa,22.8504,-105.8,MX,28248
Nezahualcoyotl,19.41,-99.03,MX,1109363
Gomez Palacio,25.5701,-103.5,MX,399328
Paraiso,18.4,-93.23,MX,23830
Frontera,18.5804,-92.65,MX,22621
Tenosique,17.4804,-91.43,MX,32415
Tecoman,18.9204,-103.88,MX,91321
Aldama,22.9204,-98.07,MX,12292
Loreto,26.0133,-111.3517,MX,11227
Santa Rosalia,27.3171,-112.2834,MX,11899
El Fuerte,26.4204,-108.62,MX,11171
Guasave,25.5705,-108.47,MX,96860
Manzanillo,19.0496,-104.3231,MX,110735
Celaya,20.53,-100.8,MX,383697
San Pedro de las Colonias,25.7592,-102.9827,MX,53688
Monclova,26.9,-101.42,MX,236244
Torreon,25.5701,-103.42,MX,1144000
Nogales,31.305,-110.945,MX,178097
Rio Verde,21.93,-99.98,MX,69613
Tamuin,21.9804,-98.75,MX,14748
Tamazunchale,21.2704,-98.78,MX,72685
Ciudad Valles,21.98,-99.02,MX,114964
Cardenas,22,-99.67,MX,15331
Guamuchil,25.4704,-108.09,MX,62695
Tijuana,32.5,-117.08,MX,1553000
Cozumel,20.51,-86.95,MX,73934
Isla Mujeres,21.2084,-86.7115,MX,12491
Cancun,21.17,-86.83,MX,542043
Felipe Carrillo Puerto,19.5804,-88.05,MX,24807
Champoton,19.3504,-90.72,MX,26636
Cuencame,24.8704,-103.7,MX,8876
Canatlan,24.52,-104.78,MX,10342
Compostela,21.2304,-104.9,MX,16162
Santiago Ixcuintla,21.82,-105.22,MX,18365
Tuxpan,21.9304,-105.27,MX,26115
Matehuala,23.6604,-100.65,MX,67717
Fresnillo,23.1704,-102.86,MX,105488
Valparaiso,22.7704,-103.57,MX,10545
Sabinas Hidalgo,26.51,-100.18,MX,32047
Ascension,31.1,-107.98,MX,11781
Ciudad Juarez,31.6904,-106.49,MX,1343000
Juan Aldama,24.2904,-103.39,MX,14162
Caborca,30.7161,-112.1642,MX,57357
Magdalena,30.6166,-111.05,MX,23359
Mazatlan,29.0171,-110.1333,MX,500000
Puerto Vallarta,20.6771,-105.245,MX,187134
Zumpango,19.8104,-99.11,MX,250000
Nuevo Laredo,27.5,-99.55,MX,349550
Matamoros,25.88,-97.5,MX,538785
San Fernando,24.8504,-98.16,MX,29171
Ciudad Madero,22.3189,-97.8361,MX,192736
Tampico,22.3,-97.87,MX,859419
Ciudad Mante,22.7334,-98.95,MX,79981
Tula,23.0004,-99.72,MX,9054
Ciudad Guzman,19.7104,-103.46,MX,92161
Ciudad Camargo,27.6904,-105.1701,MX,37743
Cuauhtemoc,28.4257,-106.8696,MX,90835
Nuevo Casas Grandes,30.4185,-107.9119,MX,54826
Poza Rica de Hidalgo,20.5504,-97.47,MX,254481
Ometepec,16.6801,-98.42,MX,30271
Ciudad Altamirano,18.3204,-100.65,MX,24533
Huatabampo,26.8304,-109.63,MX,30426
Ciudad Obregon,27.4666,-109.925,MX,288002
Guaymas,27.93,-110.89,MX,103449
Panuco,22.0604,-98.19,MX,35316
Cananea,30.9904,-110.3,MX,33433
Acapulco,16.85,-99.916,MX,715584
San Cristobal de Las Casas,16.75,-92.6334,MX,186661
Veracruz,19.1773,-96.16,MX,578963
Coatzacoalcos,18.1204,-94.42,MX,287285
Santiago Tuxtla,18.4704,-95.3,MX,15681
Cordoba,18.9204,-96.92,MX,220563
Nautla,20.2166,-96.7834,MX,2890
Sibu,2.303,111.843,MY,203832
Shah Alam,3.0667,101.55,MY,481654
Bintulu,3.1664,113.036,MY,151617
Kuching,1.53,110.33,MY,570407
Victoria,5.2767,115.2417,MY,
Taiping,4.865,100.72,MY,237095
Chukai,4.2332,103.4479,MY,82425
Kuala Lumpur,3.1667,101.7,MY,1448000
Kangar,6.433,100.19,MY,63869
Alor Setar,6.1133,100.3729,MY,336475
George Town,5.4136,100.3294,MY,2500000
Butterworth,5.4171,100.4,MY,821652
Sungai Petani,5.6497,100.4793,MY,358499
Sandakan,5.843,118.108,MY,392288
Lahad Datu,5.0464,118.336,MY,105622
Kota Baharu,6.12,102.23,MY,505583
Johor Bahru,1.48,103.73,MY,875000
Keluang,2.0383,103.3179,MY,169828
Kuala Terengganu,5.3304,103.12,MY,350210
Ipoh,4.6,101.065,MY,673318
Kuantan,3.83,103.32,MY,366229
Kota Kinabalu,5.98,116.11,MY,527671
Tawau,4.271,117.896,MY,306462
Kuala Lipis,4.184,102.042,MY,15448
Teluk Intan,4.0119,101.0314,MY,101659
Malacca,2.2064,102.2465,MY,788706
Muar,2.0337,102.5666,MY,191346
Miri,4.3999,113.9845,MY,228212
Seremban,2.7105,101.94,MY,372917
Putrajaya,2.914,101.7019,MY,67964
Raub,3.7927,101.8423,MY,40024
Batu Pahat,1.8504,102.9333,MY,199619
Kelang,3.0204,101.55,MY,956000
Espungabera,-20.4501,32.77,MZ,393
Quelimane,-17.88,36.89,MZ,188964
Nicuadala,-17.6077,36.8197,MZ,6945
Mapai,-22.8427,31.9631,MZ,201
Mocimboa,-11.3196,40.35,MZ,27909
Maxixe,-23.866,35.3886,MZ,119868
Mocambique,-15.0399,40.6822,MZ,54315
Nampula,-15.136,39.293,MZ,388526
Massangena,-21.5373,32.9564,MZ,650
Quissico,-24.7257,34.766,MZ,1210
Chiramba,-16.8921,34.6559,MZ,556
Xai-Xai,-25.04,33.64,MZ,128805
Ligonha,-15.1757,37.74,MZ,3500
Vilanculos,-21.9995,35.3166,MZ,177
Dondo,-19.6196,34.73,MZ,78648
Macia,-25.0195,33.09,MZ,23156
Moatize,-16.0995,33.95,MZ,42000
Angoche,-16.23,39.91,MZ,57835
Cuamba,-14.7896,36.54,MZ,73268
Inhambane,-23.858,35.3398,MZ,115776
Beira,-19.82,34.87,MZ,530604
Lichinga,-13.3,35.24,MZ,109839
Pemba,-12.983,40.5323,MZ,110643
Panda,-24.0629,34.7303,MZ,602
Manica,-18.9696,32.88,MZ,4000
Nacala,-14.5186,40.715,MZ,224795
Montepuez,-13.1196,39,MZ,72279
Maputo,-25.9553,32.5892,MZ,1446000
Mocuba,-16.8496,38.26,MZ,68984
Marrupa,-13.1984,37.4995,MZ,8762
Chimoio,-19.12,33.47,MZ,256936
Tete,-16.17,33.58,MZ,129316
Matola,-25.9696,32.46,MZ,543907
Oshikango,-17.3995,15.88,NA,12423
Okahandja,-21.9796,16.91,NA,20879
Ongwediva,-17.78,15.77,NA,25032
Windhoek,-22.57,17.0835,NA,268132
Oranjemund,-28.5495,16.43,NA,8496
Otavi,-19.64,17.342,NA,4562
Rehoboth,-23.3196,17.08,NA,25219
Bethanie,-26.4995,17.15,NA,10363
Karasburg,-28.0196,18.74,NA,6054
Omaruru,-21.436,15.951,NA,11547
Walvis Bay,-22.9575,14.5053,NA,52058
Karibib,-21.939,15.853,NA,6898
Luderitz,-26.648,15.1594,NA,15137
Grootfontein,-19.5666,18.1166,NA,24099
Usakos,-21.9995,15.58,NA,9147
Outjo,-20.1095,16.14,NA,6557
Katima Mulilo,-17.4996,24.26,NA,25027
Outapi,-17.5,14.9833,NA,
Eenhana,-17.4667,16.3333,NA,
Oshakati,-17.7833,15.6833,NA,
Gobabis,-22.455,18.963,NA,16321
Maltahohe,-24.84,16.94,NA,2329
Opuwo,-18.0596,13.82,NA,4857
Swakopmund,-22.6689,14.535,NA,29491
Keetmanshoop,-26.5739,18.13,NA,18039
Otjiwarongo,-20.4595,16.64,NA,24815
Mariental,-24.6196,17.9599,NA,13380
Rundu,-17.92,19.7499,NA,58172
Nkurenkuru,-17.6167,18.6,NA,
Tsumeb,-19.24,17.71,NA,14959
Omuthiya,-18.3611,16.5814,NA,
Kone,-21.0667,164.8667,NC,
We,-20.9,167.2667,NC,
Noumea,-22.2625,166.4443,NC,93060
Niamey,13.5167,2.1167,NE,915000
Maradi,13.4916,7.0964,NE,232555
Zinder,13.8,8.9833,NE,230358
Ayorou,14.7318,0.9195,NE,26290
